Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
ERA 21632823 ChIP-Seq H3396 Human	8/1574	0.859065098474483	0.999996156349101	0	0	0.718970429315257	0.109219211934841	ARL17A;IFI27;ANXA3;ANKRD22;KREMEN1;SLC1A3;PARVA;MYOM2
TBX2 30127528 ChIP-Seq BE2C Human Brain Neuroblastoma	4/878	0.860707970571138	0.999996156349101	0	0	0.648519416646743	0.0972779169077769	PLLP;RFPL2;NRCAM;SOX5
NANOG 20526341 ChIP-Seq ESCs Human	8/1579	0.86138372590164	0.999996156349101	0	0	0.716486314449395	0.106910648102658	CD274;ARL17A;OLAH;ANXA3;SERPING1;IL27;GPR84;PDCD1LG2
SMRT 22465074 ChIP-Seq MACROPHAGES Mouse	8/1580	0.861843797099933	0.999996156349101	0	0	0.715991387747113	0.106454483493066	CD274;NOS1AP;SLAMF8;MMP19;MOCS1;ATF3;LRP1B;DDO
KLF4 18358816 ChIP-ChIP MESCs Mouse	6/1238	0.862703978194281	0.999996156349101	0	0	0.687352420306966	0.101510722227058	FBXO39;FN1;SLC1A3;KIF20A;GPR84;ATF3
GATA3 26560356 Chip-Seq TH2 Human	8/1583	0.863216733184972	0.999996156349101	0	0	0.714510378510378	0.105096960147398	BTNL9;CASP5;FAM118A;SPDYE4;SLC1A3;C4BPA;FOLR3;FCGR1A
SOX2 19829295 ChIP-Seq ESCs Human	8/1584	0.863671958556613	0.999996156349101	0	0	0.714017961733698	0.104648086059735	ARL17B;FHAD1;BATF2;SERPING1;ANK2;RPS4Y1;SYN2;C1QC
NANOG 19829295 ChIP-Seq ESCs Human	8/1584	0.863671958556613	0.999996156349101	0	0	0.714017961733698	0.104648086059735	ARL17B;FHAD1;BATF2;SERPING1;ANK2;RPS4Y1;SYN2;C1QC
SALL4 22934838 ChIP-ChIP CD34+ Human	5/1067	0.86553692553927	0.999996156349101	0	0	0.665505571839203	0.0961024927893659	PKIB;SERPING1;KIF20A;PDCD1LG2;WNT16
HAND2 30127528 ChIP-Seq KELLY Human Brain Neuroblastoma	19/3383	0.866589785744127	0.999996156349101	0	0	0.783036401243018	0.112122634886032	GBP6;C1QB;FAM118A;FN1;SLC1A3;ANK2;PDCD1LG2;FHAD1;ARL17A;LYPD6B;TMEM119;SERPING1;FFAR3;NRCAM;FGF13;SRGAP1;SYBU;ATF3;SOX5
SMAD4 21741376 ChIP-Seq ESCs Human	8/1595	0.86860015917789	0.999996156349101	0	0	0.708642334351219	0.0998281291073977	GBP5;PLEKHG7;EPSTI1;KREMEN1;FFAR3;GPR84;CACNA1E;SYN2
REST 21632747 ChIP-Seq MESCs Mouse	9/1765	0.868907882122878	0.999996156349101	0	0	0.719367484240081	0.101084197980831	GRIP1;C1QA;WDR17;LYPD6B;NRCAM;CYYR1;CACNA1E;SYN2;ATF3
TP63 30713093 ChIP-Seq Epithelial Human Tongue SCC	11/2100	0.869442245833145	0.999996156349101	0	0	0.736904595877167	0.103095436086617	FHAD1;IFI27;ANKRD22;FBXO39;ANOS1;TMEM119;BHLHE41;KREMEN1;WNT16;ATF3;MYOM2
FOXO1 25302145 ChIP-Seq T-LYMPHOCYTE Mouse	8/1599	0.870356481787366	0.999996156349101	0	0	0.706705990426921	0.0981278243329112	FHAD1;GBP5;PKIB;LYPD6B;FAM118A;BHLHE41;KREMEN1;PDCD1LG2
RUNX2 24764292 ChIP-Seq MC3T3 Mouse	8/1600	0.870792607295896	0.999996156349101	0	0	0.70622342481639	0.0977070272288104	FN1;TMEM119;KREMEN1;GPR84;OTX1;WNT16;MOCS1;GDF7
BCL6 25482012 ChIP-Seq CML-JURL-MK1 Human	8/1605	0.87295559473561	0.999996156349101	0	0	0.703819661865999	0.0956283924107805	ARL17A;PKIB;PLLP;COL4A3;BHLHE41;ANK2;SRGAP1;CD177
FOXA1 33576154 ChIP-Seq Human Liver ProstateCancer	10/1944	0.873492152669942	0.999996156349101	0	0	0.724211478800414	0.097954044260682	GRIP1;ANKRD22;HPN;KREMEN1;KIF20A;UTY;SRGAP1;SYBU;ATF3;CD177
RARA 24833708 ChIP-Seq LIVER Mouse	7/1437	0.874661639554066	0.999996156349101	0	0	0.688752468905141	0.0922364668189635	GBP6;FHAD1;CD274;C1QA;NOS1AP;DDO;GDF7
RCOR2 21632747 ChIP-Seq MESCs Mouse	1/298	0.874925293024949	0.999996156349101	0	0	0.480842488141758	0.0642486228704543	C1QA
SRY 25088423 ChIP-ChIP EMBRYONIC GONADS Mouse	14/2614	0.877481642327238	0.999996156349101	0	0	0.749590570719603	0.097970921116777	GBP6;NRN1;FN1;BHLHE41;KREMEN1;COCH;COL4A4;LYPD6B;EPSTI1;TMEM119;NRCAM;ROR1;OTX1;FGF13
MEIS1 20887958 ChIP-Seq HPC-7 Mouse	5/1092	0.878336726110393	0.999996156349101	0	0	0.649334928858485	0.0842351320436073	FHAD1;TMEM119;BHLHE41;GPR84;SOX5
GATA2 19941826 ChIP-Seq K562 Human	8/1618	0.878443137766158	0.999996156349101	0	0	0.697639751552795	0.0904169720920795	GRIP1;GRIN3A;PLLP;FAM118A;FN1;NRCAM;MOCS1;SOX5
STAT1 20625510 ChIP-Seq HELA Human	2/523	0.879383939350756	0.999996156349101	0	0	0.545924127808513	0.07016964020091	COL4A3;GBP1
GTF3C2 35216376 ChIP-Seq H9 Human BoneMarrow Lymphoma	6/1277	0.881375458936226	0.999996156349101	0	0	0.664866604677777	0.0839537501716239	PKIB;PLLP;LYPD6B;NRCAM;SRGAP1;COCH
STAT5A 24692510 ChIP-Seq Epithelium Mouse Mammary	10/1977	0.886011820123262	0.999996156349101	0	0	0.710750826131164	0.0860186098262028	FHAD1;GBP5;CD274;C1QA;OLAH;ANKRD22;NOS1AP;PDCD1LG2;SYN2;CD177
GATA6 25053715 ChIP-Seq YYC3 Human	8/1639	0.886900691115531	0.999996156349101	0	0	0.687864924774796	0.0825591051515753	PLLP;SLC1A3;C4BPA;NRCAM;ROR1;SRGAP1;SYN2;VSIG10
FOXA1 21915096 ChIP-Seq LNCaP-1F5 Human	8/1641	0.887680482338228	0.999996156349101	0	0	0.686947100664186	0.0818452255077507	NOS1AP;SPDYE4;ROR1;KIF20A;PDCD1LG2;MYOM2;CD177;GDF7
ISL1 27105846 Chip-Seq CPCs Mouse	6/1293	0.888401272016996	0.999996156349101	0	0	0.656035883308611	0.0776298775174057	MOXD1;NOS1AP;SERPING1;PARVA;VSIG10;SOX5
ZFP281 27345836 Chip-Seq ESCs Mouse	8/1646	0.889610730130669	0.999996156349101	0	0	0.684662346200808	0.0800858404587536	GBP6;GRIP1;CD274;HPN;FN1;TMEM119;SLITRK5;OTX1
SPI1 26923725 Chip-Seq HPCs Mouse	7/1473	0.889895108186861	0.999996156349101	0	0	0.670526852941483	0.0782180833250921	GRIP1;ANKRD22;KREMEN1;SERPING1;MMP19;PDCD1LG2;SYN2
CTCF 18555785 ChIP-Seq MESCs Mouse	5/1123	0.89277135441387	0.999996156349101	0	0	0.630287704951108	0.0714902398460017	C1QA;SLITRK5;SRGAP1;DDO;GDF7
LEF1 29337183 ChIP-Seq mESC Mouse Stem	12/2335	0.894037195985777	0.999996156349101	0	0	0.719061968308632	0.0805406199083607	CD274;MOXD1;ANKRD22;LYPD6B;NOS1AP;FAM118A;KREMEN1;SLC1A3;ROR1;PARVA;SRGAP1;ATF3
CEBPB 20513432 ChIP-Seq MACROPHAGES Mouse	7/1484	0.894232344336063	0.999996156349101	0	0	0.665135125357259	0.0743552192624247	BTNL9;ANXA3;FAM118A;BHLHE41;MMP19;ROR1;UTY
TP63 22573176 ChIP-Seq HFKS Human	18/3315	0.894427104216297	0.999996156349101	0	0	0.753639672429481	0.0840849895820229	ANXA3;ANKRD22;KREMEN1;SLC1A3;PARVA;PDCD1LG2;WNT16;SYN2;LRP1B;VSIG10;FHAD1;ETV7;LYPD6B;NRCAM;FOLR3;MOCS1;NAIP;CD177
STAT3 18555785 ChIP-Seq MESCs Mouse	7/1485	0.894619497756748	0.999996156349101	0	0	0.664648947928395	0.0740131754962835	FHAD1;ANXA3;EPSTI1;SLC26A8;SLITRK5;CSMD1;LRP1B
KLF4 18555785 Chip-Seq ESCs Mouse	7/1486	0.895005471524289	0.999996156349101	0	0	0.664163427940273	0.0736726253186049	COL4A4;COL4A3;NOS1AP;SLAMF8;FN1;CACNA1E;ATF3
TCF21 26020271 ChIP-Seq HCASMC Human CoronaryArtery	5/1129	0.895390133894023	0.999996156349101	0	0	0.62672250020068	0.0692501738882706	CD274;FN1;MMP19;PARVA;SRGAP1
ELK1 22589737 ChIP-Seq MCF10A Human	3/755	0.897247258792702	0.999996156349101	0	0	0.564716312056738	0.0612286907792571	BATF2;ANXA3;NRCAM
CTCF 18555785 Chip-Seq ESCs Mouse	7/1492	0.897296673070508	0.999996156349101	0	0	0.661264039889994	0.071660345782239	COL4A4;COL4A3;NOS1AP;SLAMF8;FN1;CACNA1E;ATF3
FOXA1 27270436 ChIP-Seq VCaP Human Prostate Carcinoma	18/3331	0.898838081188666	0.999996156349101	0	0	0.749275581044371	0.0799120169846055	PLEKHG7;ANXA3;ANKRD22;HPN;BHLHE41;ZFY;WNT16;INSYN2B;GRIP1;PKIB;COL4A3;ROR1;KIF20A;UTY;FGF13;SYBU;CD177;SOX5
KLF4 26769127 Chip-Seq PDAC-Cell Line Human	8/1678	0.901328956082488	0.999996156349101	0	0	0.670363887609397	0.0696407436936249	FHAD1;PLEKHG7;BHLHE41;SLITRK5;ROR1;SRGAP1;ATF3;C1QC
TAL1 30185409 ChIP-Seq K562 Mouse BoneMarrow Leukemia	4/957	0.901512590382948	0.999996156349101	0	0	0.592285163897198	0.0614088782311232	ANXA3;FCGR1A;MOCS1;ATF3
TCF4 32651957 ChIP-Seq PLC/PRF/5 Human Liver Heptoma	2/561	0.90253873177361	0.999996156349101	0	0	0.507813322108808	0.052073043553747	NOS1AP;ROR1
TP53 22127205 ChIP-Seq IMR90 Human	3/766	0.902681900495117	0.999996156349101	0	0	0.556254550749964	0.0569521540456863	PLEKHG7;CLEC18B;ATF3
LYL1 30185409 ChIP-Seq K562 Mouse BoneMarrow Leukemia	4/960	0.902832316439073	0.999996156349101	0	0	0.590332854555674	0.060342902817901	ANXA3;FCGR1A;MOCS1;ATF3
TP53 23651856 ChIP-Seq MEFs Mouse	13/2541	0.906092269517759	0.999996156349101	0	0	0.713107594936709	0.0703224889146855	ANKRD22;FAM118A;BHLHE41;SLC1A3;PARVA;FHAD1;GRIP1;NOS1AP;ROR1;SRGAP1;CSMD1;CORIN;SOX5
EZH2 23942234 ChIP-Seq MYOBLASTS AND MYOTUBES Mouse	3/777	0.907858121018853	0.999996156349101	0	0	0.548033304622452	0.052976826965446	KIF20A;SYBU;SOX5
CEBPB 21427703 ChIP-Seq 3T3-L1 Mouse	7/1531	0.911192284610821	0.999996156349101	0	0	0.642974494600389	0.0597974858344813	NRN1;ANXA3;FN1;SLC1A3;MMP19;MOCS1;ATF3
NANOG 18692474 ChIP-Seq MEFs Mouse	7/1533	0.911859840332929	0.999996156349101	0	0	0.642061769031445	0.0592423874558012	FN1;SLC1A3;ROR1;GPR84;PDCD1LG2;GBP1;ATF3
GATA3 26560356 Chip-Seq TH1 Human	7/1539	0.913837052616958	0.999996156349101	0	0	0.639337890897495	0.0576062637955287	ARL17B;MOXD1;HPN;CLEC18B;GPR84;ATF3;CORIN
SPI1 20517297 ChIP-Seq HL60 Human	4/990	0.915201090348719	0.999996156349101	0	0	0.571463170960613	0.0506381899037361	GBP6;BTNL9;SIGLEC16;ANKRD22
PIAS1 25552417 ChIP-Seq VCAP Human	2/589	0.916888613464984	0.999996156349101	0	0	0.482889067040786	0.0418999378823743	GRIN3A;WNT16
SA1 22415368 ChIP-Seq MEFs Mouse	7/1549	0.917048718460594	0.999996156349101	0	0	0.63484519955248	0.0549742169331409	BTNL9;GBP5;FN1;ANK2;GPR84;SRGAP1;ATF3
ESET 19884257 ChIP-Seq ESCs Mouse	6/1369	0.91718345791654	0.999996156349101	0	0	0.61692122990729	0.0533314606286107	NOS1AP;EPSTI1;OTX1;CACNA1E;SRGAP1;VSIG10
PPARG 20176806 ChIP-Seq 3T3-L1 Mouse	6/1369	0.91718345791654	0.999996156349101	0	0	0.61692122990729	0.0533314606286107	CD274;ANXA3;LYPD6B;SLC1A3;ROR1;PARVA
STAT3 29892750 ChIP-Seq EML Mouse BoneMarrow	1/358	0.918014408850584	0.999996156349101	0	0	0.398801856509027	0.0341143852064326	PLLP
CDX2 20551321 ChIP-Seq CACO-2 Human	1/360	0.919162385894874	0.999996156349101	0	0	0.396539454689628	0.0334252915811175	GPR84
TBX2 30127528 ChIP-Seq KELLY Human Brain Neuroblastoma	12/2425	0.919980166553064	0.999996156349101	0	0	0.688690229510785	0.0574389464062969	CD274;ARL17A;PKIB;WDR17;PLLP;FAM118A;SERPING1;SLC1A3;PDCD1LG2;WNT16;SRGAP1;ATF3
RUNX1 27514584 Chip-Seq MCF-7 Human	7/1568	0.922870432313524	0.999996156349101	0	0	0.626467668503748	0.050284323903195	FHAD1;SIGLEC16;PKIB;PLLP;KCNK17;FCGR1A;CACNA1E
PPARG 20887899 ChIP-Seq 3T3-L1 Mouse	14/2774	0.923358459334144	0.999996156349101	0	0	0.699590930341281	0.0557838112978403	C1QB;GBP5;ANXA3;SLC1A3;PARVA;COL4A4;LYPD6B;EPSTI1;PRR16;MMP19;ROR1;CYYR1;MOCS1;SOX5
MYC 19079543 ChIP-ChIP MESCs Mouse	4/1013	0.923721225801888	0.999996156349101	0	0	0.557756312589678	0.0442551503822129	PLLP;SLC26A8;KIF20A;PDCD1LG2
SOX2 27498859 Chip-Seq STOMACH Mouse	7/1573	0.924343017017128	0.999996156349101	0	0	0.624296842248935	0.049114709698432	FHAD1;PLLP;FAM118A;GPR84;CYYR1;MOCS1;VSIG10
ESR2 21235772 ChIP-Seq MCF-7 Human	1/370	0.924667234827601	0.999996156349101	0	0	0.385595315807173	0.0302003465846654	PKIB
TBP 23326641 ChIP-Seq C3H10T1-2 Mouse	2/607	0.925046738073515	0.999996156349101	0	0	0.468084589207584	0.0364689454974303	SLC26A8;GPR84
SOX2 20726797 ChIP-Seq SW620 Human	9/1931	0.925363066598703	0.999996156349101	0	0	0.651211189894248	0.0505138750584982	BTNL9;NRN1;IFI27;PLLP;ANKRD22;HP;FN1;ROR1;ATF3
SPI1 20176806 ChIP-Seq THIOMACROPHAGE Mouse	5/1209	0.925395736339622	0.999996156349101	0	0	0.582581869957285	0.045169791950656	MMP19;GPR84;OTX1;PDCD1LG2;VSIG10
GATA3 20176728 ChIP-ChIP TSCs Mouse	2/609	0.925905456336002	0.999996156349101	0	0	0.466493846302936	0.0359121650618216	SLAMF8;MMP19
FOXA1 25329375 ChIP-Seq VCAP Human	7/1580	0.926364060571574	0.999996156349101	0	0	0.621280870413417	0.0475205111088885	GBP6;IFI27;ANKRD22;NRCAM;ROR1;CYYR1;FCGR1A
FOXA1 27270436 Chip-Seq PROSTATE Human	7/1580	0.926364060571574	0.999996156349101	0	0	0.621280870413417	0.0475205111088885	GBP6;IFI27;ANKRD22;NRCAM;ROR1;CYYR1;FCGR1A
OLIG2 26023283 ChIP-Seq AINV15 Mouse	7/1588	0.92861681028314	0.999996156349101	0	0	0.61786674778259	0.0457586557150454	MOXD1;FN1;SERPING1;ANK2;OTX1;PDCD1LG2;SRGAP1
TBX20 22080862 ChIP-Seq HEART Mouse	7/1589	0.928894184721679	0.999996156349101	0	0	0.617442410322232	0.0455428294172974	LYPD6B;EPSTI1;FN1;BHLHE41;SRGAP1;CORIN;GDF7
TBX20 22328084 ChIP-Seq HEART Mouse	7/1589	0.928894184721679	0.999996156349101	0	0	0.617442410322232	0.0455428294172974	LYPD6B;EPSTI1;FN1;BHLHE41;SRGAP1;CORIN;GDF7
SOX2 21211035 ChIP-Seq LN229 Human	7/1590	0.929170629355965	0.999996156349101	0	0	0.617018608979954	0.0453279684182665	RFPL2;HPN;EPSTI1;WNT16;SRGAP1;XKR3;DDO
GABP 17652178 ChIP-ChIP JURKAT Human	2/617	0.929249056290328	0.999996156349101	0	0	0.460234337637494	0.033771298609206	DDX3Y;PKIB
EWS-ERG 20517297 ChIP-Seq CADO-ES1 Human	3/830	0.92948976292916	0.999996156349101	0	0	0.51148730350665	0.0373996884238997	SIGLEC16;RFPL2;FFAR3
KLF5 20875108 ChIP-Seq MESCs Mouse	7/1593	0.929994408160098	0.999996156349101	0	0	0.615750411520653	0.0446891363301545	GRIN3A;PLEKHG7;ANKRD22;FBXO39;SERPING1;NRCAM;COCH
TCF12/HEB 22897851 ChIP-Seq JUKARTE6-1 Human	7/1593	0.929994408160098	0.999996156349101	0	0	0.615750411520653	0.0446891363301545	GRIP1;ROR1;CACNA1E;XKR3;MOCS1;MYOM2;CORIN
RUNX1 22897851 ChIP-Seq JUKARTE6-1 Human	7/1594	0.930267157178945	0.999996156349101	0	0	0.615328744522528	0.0444780958011966	GRIP1;GBP5;ARL17A;COL4A3;SPDYE4;GBP1;CD177
NCOR 22465074 ChIP-Seq MACROPHAGES Mouse	7/1604	0.932944542587675	0.999996156349101	0	0	0.611141118605018	0.042419011563857	GBP5;NOS1AP;KREMEN1;MMP19;PDCD1LG2;MOCS1;ATF3
AR 20517297 ChIP-Seq VCAP Human	7/1604	0.932944542587675	0.999996156349101	0	0	0.611141118605018	0.042419011563857	GBP6;BTNL9;FHAD1;PKIB;IFI27;PARVA;KIF20A
RARB 24833708 ChIP-Seq LIVER Mouse	6/1424	0.933805169792263	0.999996156349101	0	0	0.59122964482626	0.0404918167487805	GBP6;BHLHE41;MMP19;ANK2;SRGAP1;DDO
RCOR3 21632747 ChIP-Seq MESCs Mouse	10/2142	0.934430712623748	0.999996156349101	0	0	0.649698053470919	0.0440610917606712	GRIP1;C1QA;KREMEN1;MMP19;NRCAM;CACNA1E;SYN2;VSIG10;COCH;SOX5
TET1 21490601 ChIP-Seq MESCs Mouse	7/1618	0.936543089020302	0.999996156349101	0	0	0.605365782004445	0.0396876277871502	LYPD6B;TMEM119;FFAR3;SLITRK5;NRCAM;ANK2;COCH
AR 21915096 ChIP-Seq LNCaP-1F5 Human	7/1619	0.936793585331052	0.999996156349101	0	0	0.604957096584774	0.0394990487964943	PLLP;BHLHE41;ANK2;ROR1;PARVA;DDO;CORIN
SMRT 27268052 Chip-Seq Bcells Human	7/1621	0.937291999846607	0.999996156349101	0	0	0.604141245022087	0.0391244362866078	PLEKHG7;BHLHE41;NRCAM;PDCD1LG2;CACNA1E;CORIN;CD177
RUNX1 22343733 ChIP-Seq Kasumi1 Human PeriphBlood AML	1/399	0.93861391863498	0.999996156349101	0	0	0.356967318343543	0.0226142532145327	SYBU
MAF 26560356 Chip-Seq TH2 Human	7/1627	0.938766782822658	0.999996156349101	0	0	0.601705777023843	0.0380207039106377	FHAD1;GBP5;NRN1;PLEKHG7;RFPL2;ATF3;VSIG10
FLI1 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse	6/1446	0.939589862993468	0.999996156349101	0	0	0.581502525252525	0.036234477715086	OLAH;SLC1A3;PDCD1LG2;MOCS1;DDO;CORIN
MAF 26560356 Chip-Seq TH1 Human	7/1631	0.939733102869799	0.999996156349101	0	0	0.600092129507765	0.0373013530039973	FHAD1;GBP5;SIGLEC16;ANXA3;RFPL2;FBXO39;ATF3
PPARG 20176806 ChIP-Seq THIOMACROPHAGE Mouse	2/645	0.939869811306805	0.999996156349101	0	0	0.439552648431068	0.0272583792238695	BHLHE41;ANK2
CEBPB 26923725 Chip-Seq MACROPHAGESS Mouse	6/1450	0.940592505489104	0.999996156349101	0	0	0.579765802064971	0.0355079173171263	FHAD1;OLAH;SPDYE4;ATF3;DDO;C1QC
RUNX1 20887958 ChIP-Seq HPC-7 Mouse	3/870	0.942635199614712	0.999996156349101	0	0	0.486864026656414	0.0287619413025842	BTNL9;SLC1A3;SOX5
SOX3 22085726 ChIP-Seq MUSCLE Mouse	6/1459	0.942795042896462	0.999996156349101	0	0	0.575893136457486	0.0339237717502125	GBP6;C1QA;NRN1;GRIN3A;FAM118A;CSMD1
GATA1 19941826 ChIP-Seq K562 Human	2/654	0.942951704028221	0.999996156349101	0	0	0.433282208588957	0.0254510891786058	PLLP;FAM118A
HNF1A 26855178 ChIP-Seq Caco2 Human Colon Adenocarcinoma	1/411	0.943605143962081	0.999996156349101	0	0	0.346305857219156	0.0201021823350718	C4BPA
ZFP281 18757296 ChIP-ChIP E14 Mouse	6/1466	0.944457999244012	0.999996156349101	0	0	0.572914072229141	0.0327386371508241	GRIP1;PLLP;SLITRK5;ANK2;ROR1;OTX1
ESRRB 18555785 ChIP-Seq MESCs Mouse	4/1081	0.944627052390538	0.999996156349101	0	0	0.520655774054518	0.0296591993519919	C1QA;OTX1;SRGAP1;SYN2
PPARG 20176806 ChIP-Seq MACROPHAGES Mouse	4/1083	0.945154902617718	0.999996156349101	0	0	0.51963537271935	0.0293107850105965	ANXA3;BHLHE41;ANK2;COCH
PU.1 20176806 ChIP-Seq MACROPHAGES Mouse	6/1469	0.945157518988158	0.999996156349101	0	0	0.57164605729199	0.0322429404993921	NRN1;FAM118A;FN1;TMEM119;MMP19;GPR84
SPI1 26923725 Chip-Seq MACROPHAGESS Mouse	6/1469	0.945157518988158	0.999996156349101	0	0	0.57164605729199	0.0322429404993921	OLAH;LYPD6B;TMEM119;KREMEN1;ATF3;DDO
CCND1 20090754 ChIP-ChIP RETINA Mouse	6/1472	0.945849235623906	0.999996156349101	0	0	0.570383232047625	0.0317544283444664	GRIP1;NRN1;FN1;PARVA;KIF20A;OTX1
FLI1 26923725 Chip-Seq MACROPHAGESS Mouse	6/1473	0.946078086033029	0.999996156349101	0	0	0.569963438061598	0.0315931702435841	FHAD1;C1QA;OLAH;NOS1AP;CACNA1E;CORIN
POU2F1 35413990 ChIP-Seq Human ARnegCRProstateCancer	1/418	0.946328382198926	0.999996156349101	0	0	0.340370039734636	0.0187767321355479	FHAD1
SETDB1 19884255 ChIP-Seq MESCs Mouse	6/1478	0.947209540800733	0.999996156349101	0	0	0.567873023715415	0.0307985606563144	SERPING1;SLC1A3;KIF20A;GPR84;OTX1;MOCS1
WT1 25993318 ChIP-Seq PODOCYTE Human	14/2909	0.950087391914716	0.999996156349101	0	0	0.661702601816257	0.0338800381438732	MOXD1;WDR17;KREMEN1;PARVA;GPR84;DDO;FHAD1;LYPD6B;SLAMF8;TMEM119;SERPING1;ROR1;SRGAP1;CSMD1
DMRT1 23473982 ChIP-Seq TESTES Mouse	7/1678	0.950127302252551	0.999996156349101	0	0	0.58171045358404	0.0297599001862387	GBP6;GRIP1;PRR16;TMEM119;OTX1;COCH;SOX5
STAT3 1855785 ChIP-Seq MESCs Mouse	1/435	0.952410504216102	0.999996156349101	0	0	0.326751656631572	0.0159321282103411	FN1
GATA2 21571218 ChIP-Seq MEGAKARYOCYTES Human	3/911	0.953739201354563	0.999996156349101	0	0	0.463876651982379	0.0219715263185857	KREMEN1;CSMD1;MYOM2
ELK1 19687146 ChIP-ChIP HELA Human	2/691	0.954122192223101	0.999996156349101	0	0	0.409224792965082	0.0192186415141773	PKIB;CYYR1
ER 23166858 ChIP-Seq MCF-7 Human	2/695	0.955197126129495	0.999996156349101	0	0	0.406777862660216	0.0186456985874279	NRCAM;XKR3
PRDM14 21183938 ChIP-Seq MESCs Mouse	6/1520	0.955911790757986	0.999996156349101	0	0	0.550858652575958	0.0248380179330746	LYPD6B;NOS1AP;FAM118A;FN1;LRP1B;VSIG10
GATA2 22383799 ChIP-Seq G1ME Mouse	6/1522	0.95629221452246	0.999996156349101	0	0	0.550071959702567	0.0245836779054331	HPN;SLAMF8;SLC26A8;MMP19;IL27;MOCS1
RAD21 21589869 ChIP-Seq MESCs Mouse	6/1546	0.960633349050495	0.999996156349101	0	0	0.540791027154664	0.0217195052743289	C1QB;C1QA;HPN;SLC26A8;GPR84;CSMD1
MBD3 35695185 ChIP-Seq nicBasalRootGanglia Mouse Embryo	18/3656	0.960874740981693	0.999996156349101	0	0	0.668938977460143	0.0266981712832594	WDR17;BHLHE41;KREMEN1;ANK2;WNT16;VSIG10;COCH;GRIP1;PKIB;LYPD6B;NOS1AP;PRR16;SLITRK5;NRCAM;SRGAP1;CSMD1;ATF3;SOX5
TFAP2A 17053090 ChIP-ChIP MCF-7 Human	6/1549	0.961147823220573	0.999996156349101	0	0	0.53965121074648	0.0213847906652366	SERPING1;SLITRK5;GPR84;FGF13;SRGAP1;SOX5
SPI1 23127762 ChIP-Seq K562 Human	4/1157	0.961750401816296	0.999996156349101	0	0	0.484369134380138	0.0188905510223322	PKIB;NRCAM;KIF20A;FCGR1A
SIN3B 21632747 ChIP-Seq MESCs Mouse	16/3329	0.961843037031761	0.999996156349101	0	0	0.655104333153548	0.0254861821199576	C1QA;WDR17;NRN1;FAM118A;ANK2;GPR84;CACNA1E;SYN2;MYOM2;DDO;GRIP1;EPSTI1;NRCAM;KIF20A;OTX1;CORIN
RUNX1 17652178 ChIP-ChIP JURKAT Human	2/724	0.962304556055204	0.999996156349101	0	0	0.389848460159687	0.014979651101416	ANK2;FGF13
BCL3 23251550 ChIP-Seq MUSCLE Mouse	2/725	0.962529382295618	0.999996156349101	0	0	0.389288910584981	0.0148672106353179	MYOM2;GDF7
NR3C1 23031785 ChIP-Seq PC12 Mouse	2/730	0.963634478128789	0.999996156349101	0	0	0.386514221073045	0.0143177345482785	PARVA;LRP1B
TAL1 22897851 ChIP-Seq JUKARTE6-1 Human	6/1569	0.964425775925958	0.999996156349101	0	0	0.532164252893619	0.0192762694195107	GRIP1;ROR1;KCNK17;CACNA1E;GBP1;MYOM2
YY1 23942234 ChIP-Seq MYOBLASTS AND MYOTUBES Mouse	4/1173	0.964669906802276	0.999996156349101	0	0	0.477331052181352	0.0171692646031884	KIF20A;CACNA1E;SYBU;SOX5
GATA1 21571218 ChIP-Seq MEGAKARYOCYTES Human	9/2132	0.964863706335052	0.999996156349101	0	0	0.582950848404517	0.020851233452978	GBP6;ETV7;GBP5;GRIN3A;ANXA3;PLLP;NOS1AP;FAM118A;CSMD1
FOXA1 21572438 ChIP-Seq LNCaP Human	6/1578	0.965817708997693	0.999996156349101	0	0	0.528857275040481	0.0183937457300224	LYPD6B;EPSTI1;SERPING1;NRCAM;CYYR1;ZFY
HOXB4 20404135 ChIP-ChIP EML Mouse	4/1180	0.965881518792808	0.999996156349101	0	0	0.474312112904863	0.0164653198475116	DDX3Y;EIF1AY;OTX1;UTY
OCT4 19829295 ChIP-Seq ESCs Human	6/1583	0.966569549553815	0.999996156349101	0	0	0.527036375165735	0.0179203027929216	BTNL9;FHAD1;ROR1;GPR84;SRGAP1;CSMD1
RUNX1 22343733 ChIP-Seq PBMC Human BoneMarrow	2/748	0.967361010901664	0.999996156349101	0	0	0.376833307049361	0.0125046564782933	KREMEN1;PDCD1LG2
KLF4 19829295 ChIP-Seq ESCs Human	6/1593	0.968028497892994	0.999996156349101	0	0	0.523428996963969	0.0170081721042673	ARL17B;BTNL9;FHAD1;BATF2;COL4A3;ATF3
TCF3 18467660 ChIP-ChIP MESCs Mouse	3/982	0.968385131639124	0.999996156349101	0	0	0.428623311769379	0.0137696985839959	SLITRK5;FGF13;LRP1B
TET1 21451524 ChIP-Seq MESCs Mouse	5/1400	0.96856794224489	0.999996156349101	0	0	0.497668903441399	0.0158938758739395	C1QB;FBXO39;OTX1;WNT16;VSIG10
